league_538,league_538_alternative,league_clubelo,team_538,id_opta,team_clubelo,is_exact_538_to_opta,is_exact_538_to_clubelo,can_match_538_to_opta,can_match_538_to_clubelo
Turkish Turkcell Super Lig,,TUR-1,Ankaragucu,a7jkz1m32wntcvegrwjbr85t5,Ankaraguecue,TRUE,FALSE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Antalyaspor,9irsyv431fpuqhqtfq9iwxf2u,Antalyaspor,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Besiktas,2ez9cvam9lp9jyhng3eh3znb4,Besiktas,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Fatih Karagümrük,c3txoz57mu7w9y1jprvnv2flr,Fatih Karaguemruek,TRUE,FALSE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Fenerbahce,8lroq0cbhdxj8124qtxwrhvmm,Fenerbahce,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Galatasaray,esa748l653sss1wurz5ps3228,Galatasaray,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Gazisehir Gaziantep,2agzb2h4ppg7lfz9hn7eg1rqo,Gaziantep FK,FALSE,FALSE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Giresunspor,8mr4jglhwoc9fs6ws8mp96qqf,Giresunspor,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Hatayspor,efy1nhpn5l6hc27znhsptegba,Hatayspor,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Istanbul Basaksehir,47njg6cmlx5q3fvdsupd2n6qu,Bueyueksehir,TRUE,FALSE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Istanbulspor,4rjsyxn0rlbjggofvvpbmk8pc,Istanbulspor,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Kasimpasa,4idg23egrrvtrbgrg7p5x7bwf,Kasimpasa,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Kayserispor,c8ns6z3u8kxldv1zh1evu10rv,Kayseri,TRUE,FALSE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Konyaspor,cw4lbdzlqqdvbkdkz00c9ye49,Konyaspor,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Sivasspor,f432akygffyamal3h6poig65t,Sivasspor,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Trabzonspor,2yab38jdfl0gk2tei1mq40o06,Trabzonspor,TRUE,TRUE,TRUE,FALSE
Turkish Turkcell Super Lig,,TUR-1,Umraniyespor,v0qx960sz1tq9mprlxrcnfl5,Umraniyespor,TRUE,TRUE,TRUE,FALSE
UEFA Champions League,Croatian First NL,,Dinamo Zagreb,7vyubxg6fnmwwyo2nnyhp6j5d,,TRUE,,TRUE,FALSE
UEFA Champions League,Israelian Ligat Ha'al,,Maccabi Haifa,bglyqy0awtu6lzvpab390rir2,,TRUE,,TRUE,FALSE
UEFA Champions League,Czech Republic Czech Liga,,Viktoria Plzen,c6fx1460nlkawjgh67sp7a1hd,,TRUE,,TRUE,FALSE
UEFA Europa Conference League,Cypriot 1. Division,,Apollon Limassol,2qg4xmt2ucl2o5osmurwagw5g,,FALSE,,TRUE,FALSE
UEFA Europa Conference League,Kosovan Superliga,,Ballkani,cuzhkg1y2iv7fppnjldenfk2y,,TRUE,,TRUE,FALSE
UEFA Europa Conference League,Romanian Liga 1,,CFR 1907 Cluj,j9rqsuwsz35jx5drlh5f629w,,FALSE,,TRUE,FALSE
UEFA Europa Conference League,Serbian Super Liga,,FK Partizan Belgrade,c0d1qca7kz0fi0ypx7aw4nusc,,FALSE,,TRUE,FALSE
UEFA Europa Conference League,Israelian Ligat Ha'al,,Hapoel Be'er,9ppjmek1r3tb9yddebneaxj7i,,FALSE,,TRUE,FALSE
UEFA Europa Conference League,Polish Ekstraklasa,,Lech Poznan,duvz7klp081jpg8fx5nze7ks7,,TRUE,,TRUE,FALSE
UEFA Europa Conference League,Armenian Premier League,,Pyunik Yerevan,6a568y7uc4jumukhqo96lb5du,,FALSE,,TRUE,FALSE
UEFA Europa Conference League,Latvian Virsliga,,Rigas Futbola Skola,d592cup61qbgth2xkawbo7qp1,,FALSE,,TRUE,FALSE
UEFA Europa Conference League,Ukranian Premier League,,SC Dnipro-1,b906tqcttb0x1tnbe0zobz8tm,,FALSE,,TRUE,FALSE
UEFA Europa Conference League,Irish Premier Division,,Shamrock Rovers,51xekmm31jztuvdliya7idg5d,,TRUE,,TRUE,FALSE
UEFA Europa Conference League,Czech Republic Czech Liga,,Slavia Prague,8kpapuorr6hf0vosnovbreqqd,,FALSE,,TRUE,FALSE
UEFA Europa Conference League,Slovakian Super Liga,,Slovan Bratislava,cmj1019uptq8i042n5y16itbd,,TRUE,,TRUE,FALSE
UEFA Europa Conference League,Czech Republic Czech Liga,,Slovácko,bp5x8iw8pstucx6s4iqht6xqf,,TRUE,,TRUE,FALSE
UEFA Europa Conference League,Romanian Liga 1,,Steaua Bucuresti,1bgj5g7kgr54058unwjx90tii,,FALSE,,TRUE,FALSE
UEFA Europa Conference League,Lithuanian A Lyga,,Zalgiris Vilnius,tqszs9t9rn0xzxxjuhr2ujob,,FALSE,,TRUE,FALSE
UEFA Europa League,Cypriot 1. Division,,AEK Larnaca,q4y48hs70h74p3waaxxjtdu5,,TRUE,,TRUE,FALSE
UEFA Europa League,Ukranian Premier League,,Dynamo Kiev,7lgvcey3svf6k22vg5svdztmg,,FALSE,,TRUE,FALSE
UEFA Europa League,Moldovan Super Liga,,FC Sheriff Tiraspol,dcx559ojp4lgxwc9z9xxbzgre,,FALSE,,TRUE,FALSE
UEFA Europa League,Azerbaijan Premyer Liqa,,FK Qarabag,dz0fc3304a30bzm9lht0bhpqt,,FALSE,,TRUE,FALSE
UEFA Europa League,Hungarian NB I,,Ferencvaros,b3o0wckz4w3fusytybpgxftgm,,TRUE,,TRUE,FALSE
UEFA Europa League,Finnish Veikkausliiga,,HJK Helsinki,303582z192rnbr2x28o2t7u38,,FALSE,,TRUE,FALSE
UEFA Europa League,Bulgarian First League,,Ludogorets,6uhzci0mwrzly1e4trka6k4ea,,TRUE,,TRUE,FALSE
UEFA Europa League,Cypriot 1. Division,,Omonia Nicosia,1pf6zmsueuc9tr64ql67gynqc,,TRUE,,TRUE,FALSE
UEFA Europa League,Serbian Super Liga,,Red Star Belgrade,81lpho34qr3dad0xzalq0abja,,FALSE,,TRUE,FALSE
UEFA Europa League,Ukranian Premier League,,Shakhtar Donetsk,cf8plcmeniaen0fc5emyb5j93,,TRUE,,TRUE,FALSE
United Soccer League,,,Arizona United,2iwybwokic7nmr1t33abdbjoq,,FALSE,,TRUE,FALSE
United Soccer League,,,Birmingham Legion FC,c9xffml4i7ihblp1qhus9w3fu,,FALSE,,TRUE,FALSE
United Soccer League,,,Charleston Battery,e3k8yw2rbmphyfu5htn4yi5jk,,TRUE,,TRUE,FALSE
United Soccer League,,,Colorado Springs Switchbacks FC,ak0rmms5xl49w57i2rvid1tk9,,FALSE,,TRUE,FALSE
United Soccer League,,,Detroit City FC,b1rpb2ox52uxcmjrsnqd95pk5,,FALSE,,TRUE,FALSE
United Soccer League,,,El Paso Locomotive FC,5h878vnmkbuy2ummddprusxgq,,FALSE,,TRUE,FALSE
United Soccer League,,,Hartford Athletic,2n3wgr89m7jl8tmioemit2pgq,,TRUE,,TRUE,FALSE
United Soccer League,,,Indy Eleven,8cpjplodpphtkbt0hq8sr8mqs,,TRUE,,TRUE,FALSE
United Soccer League,,,Las Vegas Lights FC,7c9knuwazz9k9449u5rnuuy5m,,FALSE,,TRUE,FALSE
United Soccer League,,,Loudoun United FC,5x54jbfk11lrsmipgsx7cdbai,,FALSE,,TRUE,FALSE
United Soccer League,,,Louisville City FC,83cpn99fh7ulkwe8nezy8a3mx,,FALSE,,TRUE,FALSE
United Soccer League,,,Memphis 901 FC,97qwp1m762ftf33iuydwtom0a,,FALSE,,TRUE,FALSE
United Soccer League,,,Miami FC,bu5w8wprynlj9mvphvy8sd94f,,TRUE,,TRUE,FALSE
United Soccer League,,,Monterey Bay,kfq8fhwnmycbtad1u0fyefx0,,TRUE,,TRUE,FALSE
United Soccer League,,,New Mexico United,bk3zg8yaj5uoqhxzwons3bo8a,,TRUE,,TRUE,FALSE
United Soccer League,,,Oakland Roots,b5l2e3csycjb8twvq9ek0j5gq,,TRUE,,TRUE,FALSE
United Soccer League,,,Orange County SC,cf5r1qpotp6n5i3vdchsp2en1,,TRUE,,TRUE,FALSE
United Soccer League,,,Pittsburgh Riverhounds,224tl8u2smnbyliroayk69nt0,,TRUE,,TRUE,FALSE
United Soccer League,,,Rio Grande Valley FC Toros,6xgplwvdubz72bfz2ih5diyjv,,FALSE,,TRUE,FALSE
United Soccer League,,,Sacramento Republic FC,7neuneh44n9rtsfsh6r0sb9no,,FALSE,,TRUE,FALSE
United Soccer League,,,San Antonio FC,87c66ubwpzykovmkaf1t46bis,,FALSE,,TRUE,FALSE
United Soccer League,,,San Diego Loyal SC,31em58uxag8i9r5c13jitf9ey,,FALSE,,TRUE,FALSE
United Soccer League,,,Tampa Bay Rowdies,5qfq6cwtrgzd2szijivns7rjl,,TRUE,,TRUE,FALSE
United Soccer League,,,Tulsa Roughnecks,aj8ytsr2ap33tod0hd8ofzaw9,,FALSE,,TRUE,FALSE
